130,84,1,7485
105,147,1,7486
80,147,1,7512
170,147,1,7512
148,3,1,7513
7,31,0,7533
57,147,0,7549
17,14,0,7578
27,8,0,7581
126,59,0,7590
40,1,0,7593
129,129,0,7600
49,97,0,7604
46,26,1,7627
43,26,0,7630
169,55,1,7630
143,164,0,7640
112,100,0,7647
7,31,0,7684
158,166,1,7696
142,80,0,7718
118,47,1,7728
70,79,0,7730
92,48,1,7775
135,38,1,7791
18,14,0,7793
147,142,0,7843
7,31,0,7844
63,67,1,7857
4,120,0,7862
139,123,1,7868
106,97,0,7870
134,116,0,7873
122,60,0,7888
160,90,0,7922
153,169,1,7923
180,85,1,7943
133,70,1,7956
5,117,1,7967
167,65,0,7967
59,112,1,7969
168,63,1,7984
50,137,0,7992
7,31,0,7997
19,13,0,8039
34,22,0,8044
45,4,1,8045
148,3,0,8070
143,59,1,8105
126,49,1,8111
38,161,1,8116
47,45,1,8126
179,76,1,8127
182,14,0,8141
42,14,1,8168
134,56,0,8169
7,31,0,8189
28,135,0,8198
148,3,0,8199
94,93,0,8215
175,88,1,8216
112,88,1,8223
25,77,1,8244
42,78,1,8262
131,169,1,8268
168,48,0,8274
146,138,1,8281
108,51,0,8288
169,47,0,8291
101,117,1,8296
161,34,1,8310
133,148,1,8317
160,53,0,8320
130,139,1,8344
126,50,0,8347
103,143,1,8354
39,31,0,8360
52,31,0,8377
7,31,0,8382
5,172,1,8383
52,68,1,8385
65,68,1,8395
163,52,0,8395
61,27,1,8401
91,106,0,8413
9,38,1,8419
65,109,0,8423
128,166,1,8426
67,83,0,8430
160,161,1,8431
20,12,0,8437
122,122,1,8451
51,129,1,8463
33,4,0,8487
72,157,1,8491
131,127,1,8507
164,59,0,8526
163,19,1,8527
45,136,0,8540
127,58,0,8561
7,31,0,8566
34,77,1,8586
147,35,1,8586
4,172,1,8587
160,90,0,8605
67,144,1,8607
165,56,1,8645
150,64,1,8651
125,153,0,8662
168,94,0,8669
15,11,0,8672
148,3,1,8681
35,3,0,8688
172,156,0,8688
112,88,1,8696
122,43,1,8706
39,2,0,8707
127,59,0,8721
90,78,0,8729
117,48,1,8758
14,16,0,8781
161,86,1,8797
183,118,0,8809
7,31,0,8811
16,70,1,8827
178,77,0,8845
168,90,1,8851
140,34,1,8864
115,49,1,8875
118,97,1,8882
121,97,1,8891
53,33,1,8897
116,167,0,8901
156,167,1,8904
119,102,0,8904
69,122,1,8912
116,122,1,8914
84,92,0,8914
113,94,1,8930
162,61,1,8935
62,131,0,8937
174,1,0,8960
38,2,0,8977
47,137,0,8980
114,128,0,8982
83,168,1,8983
183,83,0,8991
122,81,1,8993
86,89,0,9005
136,37,1,9024
23,10,0,9025
66,68,1,9033
63,76,1,9041
127,40,1,9051
148,3,1,9067
162,46,0,9081
91,62,0,9105
177,52,1,9106
147,172,1,9110
7,31,0,9112
55,69,1,9113
175,169,0,9133
142,58,0,9136
124,128,0,9143
85,144,1,9174
147,34,1,9175
130,129,0,9182
116,167,0,9201
72,33,1,9219
142,52,0,9223
62,52,1,9233
59,15,1,9243
112,88,1,9243
141,54,1,9244
93,107,0,9271
133,148,1,9305
57,68,0,9310
13,16,0,9311
117,18,1,9317
147,142,0,9321
106,94,1,9323
115,94,1,9335
121,43,1,9336
126,49,1,9336
74,71,1,9344
107,97,0,9348
136,61,1,9370
161,59,1,9377
113,59,0,9391
77,136,1,9393
62,45,1,9398
63,45,1,9401
9,23,0,9409
59,53,1,9409
50,1,1,9421
128,24,1,9460
46,10,0,9463
148,3,1,9464
160,90,0,9476
38,55,1,9478
149,55,1,9484
54,41,1,9484
34,22,0,9486
30,6,0,9487
151,56,1,9496
94,107,0,9528
182,83,0,9528
161,47,1,9530
154,74,1,9542
134,75,0,9555
130,111,0,9577
150,69,1,9582
147,69,1,9586
56,29,1,9590
132,52,0,9592
88,91,1,9601
46,136,0,9610
7,31,0,9612
155,71,1,9616
161,53,0,9632
175,79,1,9632
57,147,1,9633
139,53,0,9635
140,52,0,9641
71,112,1,9655
130,104,0,9674
139,165,0,9683
136,86,1,9740
79,82,0,9763
63,107,1,9769
147,36,1,9776
20,13,0,9778
63,121,1,9787
11,19,0,9790
19,19,1,9816
105,86,0,9816
43,161,1,9840
42,161,1,9847
115,83,1,9848
68,81,1,9853
148,3,1,9876
36,3,0,9877
63,93,1,9893
13,74,1,9901
149,72,0,9902
112,88,1,9910
71,95,0,9911
51,44,1,9912
60,44,1,9919
39,1,0,9919
137,86,1,9928
168,97,1,9938
142,159,1,9939
7,31,1,9964
135,63,0,9965
47,69,0,9972
111,93,1,9975
61,76,1,9992
146,76,1,10014
133,52,0,10022
157,166,1,10023
129,139,1,10039
81,86,0,10043
28,8,0,10058
12,17,0,10069
71,70,1,10074
119,97,1,10101
93,82,1,10105
6,167,0,10112
151,37,1,10115
83,60,0,10119
170,55,1,10120
182,116,1,10136
74,116,1,10137
160,165,1,10137
73,102,1,10150
182,80,1,10157
149,80,1,10158
52,30,1,10172
83,168,0,10191
33,158,1,10197
167,83,0,10198
74,138,1,10200
133,145,1,10202
52,66,0,10204
171,66,1,10205
55,84,0,10205
10,167,1,10210
129,167,1,10216
142,166,0,10217
145,132,0,10222
179,51,1,10224
177,51,1,10231
63,109,0,10232
181,147,1,10234
163,160,1,10244
92,11,1,10248
7,31,1,10255
126,113,0,10258
8,23,0,10269
180,49,1,10282
133,148,1,10287
155,39,1,10289
175,90,0,10290
148,3,1,10294
41,6,1,10295
56,68,0,10313
145,68,1,10326
40,107,0,10330
70,112,1,10336
159,116,0,10351
137,55,1,10357
44,14,1,10364
115,14,1,10369
152,14,1,10369
153,89,1,10379
131,29,1,10385
114,98,1,10387
131,84,1,10405
19,18,1,10406
122,80,1,10411
91,79,0,10423
165,155,1,10472
35,4,0,10488
129,103,0,10499
3,113,1,10514
61,74,0,10517
137,36,1,10524
44,109,1,10531
76,18,0,10533
176,88,1,10538
86,70,0,10543
7,31,1,10548
9,32,1,10549
75,94,1,10550
79,138,1,10551
149,170,1,10562
44,38,1,10564
89,83,1,10564
114,83,1,10567
71,83,1,10567
167,1,0,10568
152,62,0,10605
145,62,1,10609
149,60,1,10614
79,135,0,10622
122,45,1,10650
65,76,1,10651
85,83,1,10660
46,15,1,10672
157,39,1,10698
123,31,0,10702
108,100,1,10705
128,61,1,10721
145,57,0,10728
46,157,1,10729
45,157,1,10733
53,58,0,10733
53,46,0,10735
53,46,1,10736
149,69,1,10736
152,168,1,10745
160,90,0,10749
9,162,1,10751
41,162,1,10753
35,161,1,10753
51,7,1,10759
126,7,1,10762
5,117,0,10762
55,83,0,10763
150,171,1,10782
158,165,1,10784
130,103,0,10785
120,81,1,10785
51,137,0,10799
135,52,0,10811
72,89,0,10821
167,89,1,10825
140,89,1,10825
51,114,0,10826
7,31,1,10832
58,96,0,10841
117,96,1,10848
30,104,1,10852
17,14,0,10855
148,36,1,10866
125,84,0,10872
120,108,0,10875
49,130,1,10879
159,53,0,10882
171,92,1,10886
120,19,1,10894
161,52,0,10901
155,168,1,10903
26,39,1,10904
154,39,1,10904
61,112,0,10906
141,62,1,10911
83,168,0,10913
60,96,0,10931
145,150,1,10933
116,167,1,10934
138,80,0,10940
148,3,0,10940
158,10,1,10947
166,10,1,10960
93,123,1,10962
144,120,1,10969
135,37,1,10971
34,102,1,10974
133,56,0,11007
153,56,1,11011
119,82,1,11012
137,137,0,11013
9,32,1,11016
128,102,0,11017
136,52,0,11021
112,88,1,11032
40,11,1,11034
133,75,0,11036
67,68,1,11051
131,36,0,11054
137,160,1,11062
136,87,0,11066
57,147,1,11068
172,54,1,11071
148,3,0,11082
26,8,0,11087
48,1,1,11101
25,9,0,11102
34,22,1,11104
132,99,1,11109
63,121,1,11117
120,42,1,11122
78,58,1,11126
7,31,1,11127
6,28,0,11140
183,57,0,11144
122,44,1,11150
151,44,1,11152
176,92,0,11153
26,9,0,11156
157,60,0,11164
183,80,1,11200
29,7,0,11201
137,61,1,11210
148,3,0,11225
22,11,0,11229
149,48,0,11233
51,30,1,11235
44,34,1,11237
62,34,1,11243
87,70,0,11245
139,117,0,11246
158,47,1,11258
64,36,1,11267
153,76,1,11279
137,55,1,11291
183,84,0,11293
81,39,1,11294
141,101,1,11295
141,166,0,11298
37,2,0,11306
41,31,1,11308
133,148,1,11330
16,15,0,11344
126,49,1,11358
69,49,1,11359
63,79,0,11359
38,160,1,11363
36,104,0,11368
151,169,1,11389
146,131,1,11390
166,88,1,11398
43,6,1,11399
73,74,1,11404
74,106,0,11419
110,96,0,11424
7,31,1,11430
9,32,1,11436
153,46,1,11450
147,173,1,11451
171,100,1,11468
142,100,1,11479
62,67,1,11479
162,52,0,11482
137,164,0,11483
132,75,0,11486
144,33,1,11497
142,33,1,11499
54,69,1,11500
134,69,1,11501
152,59,0,11506
37,137,1,11510
138,86,1,11521
143,90,0,11524
147,85,1,11532
32,6,0,11537
71,142,1,11547
154,1,1,11568
173,1,0,11569
180,151,0,11570
9,24,1,11571
151,38,1,11581
79,166,1,11589
146,34,1,11600
110,71,0,11612
91,93,1,11612
161,15,1,11619
163,161,1,11620
117,97,1,11624
137,97,1,11628
64,25,1,11628
130,130,0,11631
171,54,1,11634
142,54,1,11635
83,168,0,11636
71,79,0,11637
116,167,1,11645
114,165,1,11664
159,165,1,11667
19,98,1,11667
161,162,1,11672
40,162,1,11679
55,29,1,11683
154,74,0,11685
33,10,1,11693
148,3,1,11694
71,122,1,11699
70,122,1,11707
144,62,1,11707
138,137,0,11720
48,83,0,11725
7,31,1,11726
155,67,1,11730
152,49,0,11732
138,36,1,11745
174,165,0,11751
108,51,1,11752
39,159,1,11755
56,41,1,11756
120,101,1,11761
36,101,1,11770
136,106,0,11786
171,97,0,11789
48,96,1,11802
162,112,1,11803
4,173,0,11814
56,92,1,11816
49,82,0,11825
53,81,0,11829
46,81,1,11830
94,58,0,11830
132,77,0,11831
142,77,1,11838
92,76,0,11839
135,132,1,11847
153,132,1,11852
154,132,1,11853
26,15,1,11854
26,15,1,11854
135,89,0,11855
9,32,1,11867
165,45,1,11873
135,145,1,11881
119,84,0,11882
169,139,0,11883
145,33,1,11907
151,90,0,11914
152,64,1,11930
127,105,1,11936
123,105,1,11945
9,156,1,11957
157,67,0,11961
169,59,0,11964
34,22,1,11986
21,12,0,12003
163,20,1,12004
31,6,0,12023
7,31,1,12027
169,94,0,12028
89,85,0,12037
142,55,1,12038
53,83,1,12053
37,3,0,12060
52,40,1,12065
96,53,1,12068
140,77,1,12070
122,70,1,12085
148,3,1,12087
135,150,0,12103
146,173,1,12105
118,130,1,12106
168,91,1,12118
54,42,1,12131
34,4,0,12133
88,37,0,12151
147,127,0,12153
62,79,0,12154
130,39,1,12159
54,29,1,12162
180,57,0,12166
155,57,1,12173
68,87,0,12173
61,66,1,12182
37,137,1,12185
76,137,1,12190
179,53,0,12190
63,35,1,12194
83,68,0,12204
150,37,1,12213
173,75,1,12225
15,75,1,12227
182,2,1,12228
137,55,1,12230
145,55,1,12231
181,11,0,12232
181,11,1,12233
179,131,1,12240
104,109,0,12247
176,3,0,12248
137,113,1,12255
132,121,1,12272
22,12,0,12277
39,162,1,12278
80,115,0,12280
180,86,1,12282
9,32,1,12297
62,92,1,12300
93,123,1,12306
133,153,1,12311
159,59,1,12313
183,124,1,12314
7,31,1,12325
68,79,0,12332
49,79,1,12339
120,26,0,12339
81,24,1,12340
125,65,0,12342
54,114,0,12355
54,58,0,12369
181,129,1,12370
131,130,0,12371
50,94,1,12380
152,1,1,12389
33,158,1,12393
45,158,1,12395
173,23,1,12395
143,33,1,12408
152,50,0,12411
100,82,0,12422
81,105,1,12431
15,21,1,12435
15,16,0,12441
122,97,1,12443
48,39,0,12452
176,48,0,12458
83,168,0,12459
3,168,1,12462
137,127,0,12470
148,3,1,12479
170,99,1,12481
105,92,0,12488
160,161,0,12489
40,161,1,12495
130,56,0,12512
17,15,0,12519
28,8,0,12520
120,102,0,12531
43,26,1,12534
80,167,1,12535
154,167,1,12537
146,82,0,12537
169,61,0,12545
18,19,1,12549
138,125,1,12565
61,48,0,12578
154,74,0,12581
172,74,1,12587
41,11,1,12587
136,71,0,12589
153,2,1,12591
145,165,0,12605
63,36,1,12608
47,58,0,12611
116,113,1,12617
15,15,0,12624
41,54,1,12641
183,54,1,12642
74,54,1,12642
56,83,0,12642
69,142,1,12643
81,85,1,12654
134,85,1,12655
49,78,1,12666
48,54,0,12667
78,77,1,12668
7,31,1,12678
75,31,1,12681
114,89,0,12682
63,24,1,12684
52,114,0,12689
77,40,0,12691
176,40,1,12697
54,113,0,12702
90,83,1,12704
154,59,0,12706
51,1,1,12708
176,1,0,12711
133,148,1,12711
128,58,0,12712
129,137,1,12714
124,22,1,12718
37,161,1,12726
128,7,1,12729
151,40,0,12734
135,122,1,12737
88,122,1,12740
128,146,1,12740
181,80,1,12741
9,32,1,12750
144,104,0,12752
54,111,1,12753
116,111,1,12755
81,81,1,12759
9,22,0,12778
113,100,0,12781
172,47,0,12783
71,154,1,12784
66,105,1,12795
64,79,0,12795
141,52,0,12800
139,128,0,12802
109,144,1,12811
29,8,0,12815
37,137,1,12819
64,68,1,12831
139,134,1,12832
74,85,1,12833
136,127,0,12846
144,127,1,12859
95,107,0,12860
179,75,1,12860
178,7,0,12872
24,10,0,12873
32,10,1,12876
148,3,1,12876
47,56,1,12879
116,83,1,12923
172,102,1,12929
137,69,0,12932
130,149,1,12937
7,31,0,12943
183,15,0,12948
23,11,0,12950
112,97,1,12961
165,63,1,12962
123,4,1,12966
177,44,1,12971
23,44,1,12977
167,65,1,12980
76,34,1,12991
114,105,0,12993
177,45,1,12994
65,79,0,13002
68,76,1,13005
141,76,1,13007
5,117,0,13008
170,83,0,13016
127,107,0,13016
43,68,0,13020
11,73,1,13033
64,70,0,13046
40,143,1,13059
162,18,1,13064
112,94,1,13069
153,76,1,13077
127,103,0,13079
124,33,0,13079
68,74,0,13083
153,169,1,13084
123,80,1,13087
117,115,1,13093
139,155,1,13097
34,22,1,13110
167,154,1,13111
48,113,1,13116
131,99,1,13119
66,78,0,13121
133,89,0,13125
11,17,0,13130
108,68,0,13148
84,82,1,13150
177,82,1,13153
14,16,0,13153
32,5,0,13171
140,54,1,13172
129,105,1,13174
86,64,0,13178
115,105,0,13189
50,30,1,13191
149,49,0,13194
64,107,1,13201
163,52,0,13207
156,58,1,13213
84,90,1,13222
181,83,0,13229
156,60,0,13238
161,60,1,13241
81,91,0,13242
89,91,1,13244
6,172,1,13244
138,89,1,13255
70,35,0,13259
135,131,1,13260
148,3,1,13266
169,56,1,13277
9,32,1,13279
125,102,0,13287
53,150,0,13292
153,65,1,13295
86,55,1,13298
137,55,1,13299
171,85,0,13313
138,117,0,13316
144,151,1,13318
119,173,1,13319
139,86,1,13328
181,86,1,13330
70,51,1,13330
45,1,1,13332
62,93,1,13335
68,87,0,13342
171,74,1,13352
56,74,1,13358
123,44,1,13359
3,113,1,13363
140,69,0,13379
135,135,0,13388
73,91,0,13402
169,91,1,13404
129,63,0,13404
165,158,1,13406
7,31,1,13414
88,89,0,13422
153,38,1,13431
107,68,0,13444
167,94,0,13445
176,41,1,13465
115,128,0,13470
37,137,1,13473
75,137,1,13478
46,40,0,13491
151,62,0,13496
104,108,0,13512
143,125,0,13519
60,125,1,13521
150,70,1,13521
79,91,0,13522
73,105,0,13555
30,7,0,13559
150,80,1,13560
122,21,1,13573
60,36,0,13575
127,38,0,13581
134,38,1,13583
21,11,0,13586
162,53,0,13589
61,92,1,13592
110,92,1,13596
136,132,1,13597
178,132,1,13601
98,54,1,13602
46,47,1,13604
142,32,1,13618
153,76,1,13633
142,76,1,13637
125,153,0,13637
14,147,1,13643
52,112,1,13645
153,89,0,13648
125,98,1,13651
162,84,0,13656
117,21,0,13657
131,124,0,13668
37,170,0,13669
150,170,1,13685
34,102,0,13686
154,64,1,13687
139,125,1,13688
140,125,1,13692
120,137,0,13693
148,3,1,13695
115,101,0,13697
152,48,0,13699
180,87,1,13702
87,78,1,13726
51,78,1,13728
156,167,1,13734
175,39,1,13735
44,16,0,13743
10,79,1,13750
7,31,1,13750
178,88,0,13753
154,168,1,13759
148,122,1,13764
77,162,1,13765
119,46,1,13773
75,172,0,13774
150,48,0,13787
39,10,1,13794
112,106,1,13795
127,37,0,13796
150,56,1,13801
126,147,0,13820
70,61,0,13822
179,82,1,13830
57,70,1,13836
65,29,0,13841
150,38,1,13841
166,83,0,13881
116,113,1,13891
168,28,1,13893
130,28,1,13896
170,140,0,13897
27,8,0,13899
134,131,1,13902
147,131,1,13910
69,79,0,13916
183,79,1,13922
53,31,0,13922
54,72,0,13922
61,53,1,13923
73,53,1,13926
120,80,1,13941
148,3,0,13944
159,54,0,13955
109,172,1,13962
164,158,1,13964
75,91,0,13966
34,5,0,13968
132,76,0,13972
183,16,0,13974
75,138,1,13979
1,37,0,13982
41,163,1,13998
88,93,0,14010
114,86,0,14012
153,59,0,14026
1,59,1,14030
84,6,1,14034
148,55,1,14050
120,25,0,14053
118,107,0,14056
46,107,1,14060
154,4,1,14060
42,162,1,14066
45,82,1,14067
38,2,0,14071
55,70,1,14075
164,74,0,14076
75,74,1,14083
7,31,1,14084
112,88,0,14086
148,3,0,14100
139,36,1,14101
19,36,1,14103
34,10,1,14110
153,76,1,14112
90,79,0,14121
157,167,1,14128
134,89,0,14141
147,142,1,14146
70,142,1,14151
173,142,1,14151
53,67,0,14152
12,22,1,14171
125,22,1,14178
72,52,1,14179
135,114,0,14184
148,172,1,14186
124,172,1,14193
133,76,0,14194
158,69,1,14200
127,41,1,14204
52,77,1,14208
183,53,1,14211
182,53,1,14212
152,56,1,14213
148,56,1,14214
43,101,0,14214
59,83,0,14215
31,7,0,14225
112,88,0,14226
114,49,1,14229
49,113,1,14230
37,137,1,14232
92,62,0,14235
131,54,1,14241
170,54,1,14243
148,3,0,14243
130,120,1,14252
74,87,0,14276
138,101,0,14282
39,160,1,14283
91,160,1,14284
136,160,1,14285
168,82,0,14287
152,123,1,14287
138,128,0,14292
5,117,1,14299
148,117,1,14303
127,98,1,14303
128,125,0,14310
42,66,0,14314
121,101,1,14325
51,63,1,14326
148,63,1,14328
16,70,0,14328
108,70,1,14330
113,107,1,14331
177,90,1,14334
160,90,1,14338
145,34,1,14339
154,38,1,14345
152,45,1,14350
120,105,1,14350
130,105,1,14352
116,105,0,14353
110,165,1,14358
170,47,0,14359
58,83,0,14365
13,22,1,14373
73,38,0,14379
132,31,1,14380
174,39,1,14384
140,112,0,14387
137,52,0,14392
42,106,1,14401
65,106,1,14403
171,83,0,14409
121,80,1,14421
88,37,0,14423
80,85,1,14428
40,35,1,14428
79,35,1,14430
113,49,1,14430
181,49,1,14432
144,157,1,14432
7,31,1,14447
140,166,0,14453
121,21,1,14455
142,116,1,14465
25,15,1,14474
10,19,0,14486
115,58,0,14488
169,92,1,14493
149,36,1,14496
91,32,1,14497
147,49,0,14500
40,1,0,14500
160,96,0,14502
42,6,1,14506
143,63,0,14510
147,77,0,14514
116,17,1,14550
146,165,0,14551
147,164,0,14553
75,172,0,14557
120,46,1,14568
135,71,0,14569
125,167,1,14579
129,39,1,14583
109,52,1,14585
127,127,1,14595
129,127,1,14598
68,123,1,14599
108,101,0,14600
118,125,1,14607
90,158,0,14613
62,107,1,14615
61,34,1,14616
105,99,0,14622
44,101,0,14627
4,31,0,14632
163,74,0,14633
135,86,1,14634
112,83,1,14645
132,120,1,14654
120,97,1,14656
131,111,0,14658
131,51,0,14662
72,105,0,14664
62,111,0,14669
16,142,1,14673
159,67,0,14683
62,25,0,14691
172,40,1,14694
175,40,1,14698
83,82,1,14698
133,112,0,14701
69,54,0,14717
119,24,0,14718
166,24,1,14721
157,75,1,14726
141,105,1,14738
107,105,1,14738
170,74,1,14741
96,91,0,14743
129,104,0,14750
69,104,1,14752
62,26,0,14752
122,104,0,14759
30,13,1,14764
71,95,1,14769
124,55,1,14772
125,55,1,14773
64,43,0,14773
148,3,1,14777
48,137,0,14781
143,137,1,14782
172,86,0,14783
117,82,1,14783
121,124,1,14785
122,70,0,14786
118,102,0,14798
134,76,0,14802
147,76,1,14803
61,33,1,14812
73,89,0,14818
166,89,1,14820
153,76,1,14821
75,60,0,14827
167,68,0,14828
52,81,0,14829
13,16,0,14833
44,136,0,14838
134,54,1,14840
178,54,0,14840
132,88,0,14841
83,106,0,14841
8,23,0,14843
158,60,0,14844
123,110,0,14845
158,72,0,14846
2,170,0,14847
125,51,0,14850
144,124,0,14854
164,52,0,14855
182,52,1,14857
104,92,0,14858
170,82,0,14861
178,82,1,14865
61,86,0,14865
166,154,1,14871
166,82,0,14873
140,138,1,14880
167,92,0,14885
160,164,1,14886
157,8,1,14908
128,104,0,14922
68,104,1,14939
160,66,0,14939
46,38,0,14940
131,38,1,14942
181,79,1,14949
174,79,1,14950
148,69,1,14951
70,54,0,14957
160,90,1,14963
140,90,1,14966
76,91,0,14966
112,121,0,14968
134,52,0,14970
95,170,0,14972
151,170,1,14974
130,170,1,14974
121,99,0,14975
61,107,1,14975
164,159,1,14976
107,70,1,14978
54,70,1,14981
128,83,1,14982
170,75,1,14988
173,41,1,14990
50,82,0,14994
91,82,1,14999
36,161,1,14999
162,161,1,15001
129,109,0,15009
74,102,1,15010
130,143,1,15014
5,30,0,15014
151,64,1,15024
9,21,0,15029
74,74,1,15030
33,5,0,15044
74,84,1,15047
16,14,0,15058
116,167,1,15059
56,54,1,15072
128,54,1,15076
112,96,0,15077
167,26,1,15086
21,26,1,15087
50,6,1,15088
175,139,1,15095
128,139,1,15096
126,71,0,15107
167,65,1,15118
126,23,1,15137
44,102,0,15138
125,112,0,15138
19,13,0,15144
104,99,0,15146
14,15,0,15154
121,105,1,15156
61,147,1,15158
36,9,1,15159
137,37,1,15162
126,138,1,15163
35,10,1,15165
148,3,1,15166
148,58,0,15167
148,58,1,15168
64,40,1,15168
105,56,0,15172
126,51,0,15173
181,51,1,15175
76,18,1,15176
119,18,1,15177
180,89,1,15177
176,89,1,15177
112,88,0,15179
59,110,0,15181
147,142,1,15187
39,163,1,15192
91,90,0,15198
123,102,0,15199
127,109,1,15201
63,66,1,15207
